LocusID	Probes	Family	Differentially expressed in	Tos17 Flanking tag in genomic region	Tos17 Flanking tag in 2Kb upstream region	7-d-seedlg-salt_GSE6901;7-d-old seedling (Indica)	CSR27-10-d-seedlg-salt_GSE16108;Seedling 10-d after germination (CSR27)	FL478-rt-salt_GSE13735;Roots (FL478)	FL478-rt-30-d-plant-salt_GSE14403;Roots in 30-d-old plant (FL478)	IR29-rt-salt_GSE13735;Roots (IR29)	IR29-rt-30-d-plant-salt_GSE14403;Roots in 30-d-old plant (IR29)	IR63731-rt-30-d-plant-salt_GSE14403;Roots in 30-d-old plant (IR63731)	MI48-10-d-seedlg-salt_GSE16108;Seedling 10-d after germination (MI48)	Pok-rt-30-d-plant-salt_GSE14403;Roots in 30-d-old plant (Pokkali)	7-d-seedlg-drought_GSE6901;7-d-old seedling (Indica)	Azu-lf-83-d-plant-drought_GSE24048;Leaf in 83-d-old plant (Azucena)	Bal-lf-83-d-plant-drought_GSE24048;Leaf in 83-d-old plant (Bala)	lf-boot-stg-drought_GSE26280;Leaves at booting stage (IR64)	lf-pan-elongn-stg-drought_GSE26280;Leaves at panicle elongation stage (IR64)	lf-tiller-stg-drought_GSE26280;Leaves at tillering stage (IR64)	rt-pan-elongn-stg-drought_GSE26280;Roots at panicle elongation stage (IR64)	rt-tiller-stg-drought_GSE26280;Roots at tillering stage (IR64)	young-pan-boot-stg-drought_GSE26280;Young panicle at booting stage (IR64)
LOC_Os06g08450	OsAffx.15311.1.S1_at	Orphans	--	FT898631;FT898174;AG021957	--	-1.0269022	-1.4513977	1.0011830	1.0011830	-1.0003442	-1.0003442	-1.0041865	-1.0616271	-1.0074563	1.0257027	-1.0041165	-1.0035006	-1.0254120	-1.0174108	-1.0190452	1.0141711	1.0084432	-1.0014715
LOC_Os01g01840	OsAffx.1884.1.S1_x_at	bHLH	--	--	--	-1.0112655	1.0274746	-1.0003837	-1.0003837	-1.0030780	-1.0030780	-1.0032617	-1.0348350	-1.0049225	1.0095427	-1.0012870	-1.0018228	-1.0127406	-1.0108248	-1.0151767	1.0092330	1.0057083	1.0018871
LOC_Os07g27800	OsAffx.28632.1.S1_at	FAR1	--	--	--	-1.0553913	1.1230590	-1.0239944	-1.0239944	1.0291142	1.0291142	1.0164531	-1.7572890	-1.0682977	1.0672998	-1.0091571	-1.1859611	-1.3404088	1.1238496	1.2324663	-1.0244397	-1.0079273	1.1119171
LOC_Os06g39090	OsAffx.24317.5.S1_x_at	FAR1	Salinity	CU318626	--	-1.0154890	-2.1707451	-1.0003322	-1.0003322	1.0229203	1.0229203	-1.2171718	-1.0119287	1.0095301	1.0195856	-1.0156758	-1.0013530	-1.0073020	1.0406904	-1.0115384	1.0353146	-1.0032727	-1.0053695
LOC_Os01g71790	Os.34520.1.S1_at	NAC	Salinity;Drought	--	--	-1.3647768	-13.9508505	1.0953380	1.0953380	1.1823841	1.1823841	-1.0421189	-2.4102857	-1.2037165	1.1261932	-4.3869400	-2.9493370	-5.5786270	-57.9290100	-1.9096539	-2.4448953	-2.6950753	-1.8955568
LOC_Os01g01470	Os.18337.1.S1_s_at	NAC	Salinity	AB155731	--	1.0030105	1.5896615	1.0000676	1.0000676	-1.0839695	-1.0839695	-1.0027863	-2.1097317	1.0101185	1.0992539	-1.0080472	-1.0555286	-1.3695860	-1.1819266	-1.2518378	1.0595012	1.0212942	-1.0005622
LOC_Os05g38460	Os.54784.1.S1_at	MYB	Drought	--	--	-1.1440891	1.5328754	-1.0024020	-1.0024020	-1.1226639	-1.1226639	-1.1313558	-1.6624159	-1.5702766	-1.3414361	1.2707055	2.1497273	1.2377774	1.9819026	2.3717327	1.1991117	-1.8748379	-1.1712446
LOC_Os01g40970	OsAffx.11415.1.S1_at	OFP	--	--	--	-1.0333374	1.0009744	1.0045437	1.0045437	-1.0016508	-1.0016508	-1.0040520	-1.0848607	-1.0114026	1.0309898	1.0065031	-1.0075536	-1.0969754	-1.0072029	-1.0177567	1.0115016	1.0044751	1.0020180
LOC_Os06g06900	Os.23257.1.A1_at	bHLH	Salinity;Drought	FT928734;FT928685;FT920953;AG214380	--	1.0815297	-2.0763810	1.0658480	1.0658480	-1.0298240	-1.0298240	1.7451816	2.3236320	-1.0421770	-1.3939870	-2.4233460	-1.1423357	2.0057080	1.8221620	3.1564867	-1.0987918	-1.8599211	1.2022347
LOC_Os02g51799	OsAffx.12601.1.S1_at	MYB	Salinity;Drought	--	--	-1.0405258	1.0154130	2.0589638	2.0589638	1.8037925	1.8037925	1.5014981	-1.0646896	1.6068336	1.0338877	-1.0137677	-1.0035386	-1.0230749	-1.0165060	-1.0027318	-2.3896554	-3.6673236	-1.0150050
LOC_Os03g04980	Os.9928.1.S1_at	PHD	Drought	--	--	-1.2990403	1.0052192	1.0976667	1.0976667	-1.0025114	-1.0025114	1.0400798	-1.1267979	1.3175137	1.9988298	1.5086547	-1.0549124	1.0519866	-1.1798605	1.2342563	1.2585354	1.4447379	2.8971236
LOC_Os10g27360	Os.46817.1.S1_at	NAC	Salinity;Drought	--	--	2.8821905	-1.0171980	1.2896000	1.2896000	1.4280690	1.4280690	1.2214655	-1.2019554	-1.1272882	-2.4915676	1.1247299	1.2714442	1.1340623	-1.2214125	2.5384977	2.8122463	4.7956850	-1.3679237
LOC_Os12g01550	Os.56072.1.S1_at	LOB	Salinity;Drought	--	--	7.0213700	1.7547696	1.5009655	1.5009655	1.6548059	1.6548059	1.4461396	9.6372050	1.9724411	-9.4757805	1.0117218	1.2014621	1.0376295	1.7441467	-1.0437268	1.0811458	1.0466300	2.6378462
LOC_Os01g43650	Os.30512.1.S1_at	WRKY	Salinity;Drought	--	--	4.3667490	1.0131593	-1.4139006	-1.4139006	1.3233643	1.3233643	1.5923543	12.2404200	-1.3011585	-14.6828410	1.0186320	-2.0194871	1.3054096	2.0085502	1.3976831	-1.4866093	-1.3224978	-1.9691765
LOC_Os02g07770	OsAffx.24154.1.S1_x_at	G2-like	--	--	--	1.1459761	1.1215446	-1.0034602	-1.0034602	1.0174762	1.0174762	-1.0015249	1.2260451	1.0027746	1.0083256	1.0010645	1.0413884	1.5083585	1.3949908	1.2197260	1.5726112	-1.0696646	1.0371307
LOC_Os08g36740	OsAffx.17362.1.S1_at	bHLH	Salinity;Drought	--	--	2.0434551	1.0803246	1.0002185	1.0002185	-1.0104419	-1.0104419	1.0005908	-1.2386931	1.0029986	-12.1922035	1.0715921	1.1968513	-1.0166734	1.1255711	1.7738323	1.0070100	1.0044190	-1.0028803
LOC_Os11g06420	Os.17428.1.S1_at	TUB	Salinity;Drought	--	--	1.2325137	-3.7770940	1.0432376	1.0432376	-1.0621933	-1.0621933	-1.1320769	1.8589262	-1.1522589	-1.1251832	-2.9705212	-2.4933019	-1.1781166	-2.4017136	-2.2921703	1.2572464	-1.8187569	-1.6299524
LOC_Os04g41850	Os.17377.1.S1_at	RWP-RK	Salinity;Drought	--	--	-1.5318286	-1.6924398	-1.0400704	-1.0400704	1.0136484	1.0136484	1.1610374	4.3361710	1.1711444	1.6259891	-1.0560632	-1.0440164	-1.0402068	1.5434672	1.2981663	-2.2278440	-2.0518038	-1.0220586
LOC_Os01g72020	Os.49276.1.S1_at	TRAF	Salinity;Drought	--	--	-1.1488354	-2.7968938	1.4026299	1.4026299	1.5311458	1.5311458	1.0102749	-4.1814350	1.0174582	1.6939951	-1.1668881	-2.8167572	-2.9842634	-1.7766887	-1.1406562	-1.8794160	-1.0506175	-1.2177666
LOC_Os09g21180	OsAffx.29958.1.S1_x_at	HB	Salinity;Drought	--	--	63.9176600	4.8960357	-1.3367999	-1.3367999	1.1819997	1.1819997	1.1248937	6.4180336	1.1852452	-112.4501900	-1.6414835	-1.7448647	7.5804960	21.8168090	8.6360020	1.1895505	3.7388050	48.9014050
LOC_Os08g43334	Os.27716.1.S1_at	HSF	--	--	--	-1.0235229	1.1028541	1.0168128	1.0168128	1.0089372	1.0089372	1.0055673	-1.2264577	1.0173006	1.0167781	-1.0648130	-1.0198457	-1.2710352	-1.0508096	-1.1491067	1.0147439	1.0141510	1.0096874
LOC_Os07g22770	Os.36817.1.S1_at	AP2-EREBP	Salinity	--	--	1.1870139	1.0143085	-2.1408455	-2.1408455	3.1240451	3.1240451	-1.0611068	-1.1261506	1.5105002	1.0914519	-1.7841022	1.0002964	-1.0012500	-1.0011488	-1.0014863	-1.0026582	-1.0842232	1.0158781
LOC_Os04g40060	Os.6193.1.S1_at	FAR1	Salinity;Drought	--	--	-1.0842451	1.1310524	1.1180567	1.1180567	1.2140656	1.2140656	1.1985908	2.1613462	1.4773957	1.3554730	1.4321179	1.2798334	1.3873885	1.3217995	1.6287051	1.6195370	2.0427850	2.1645093
LOC_Os01g40670	Os.8369.2.S1_at	MYB-related	Drought	--	--	-1.0726340	1.0457041	1.0374931	1.0374931	1.7737571	1.7737571	-1.1742332	1.2836688	1.3040228	1.0638232	1.3346434	2.4470184	1.0731595	-1.0074489	1.2164884	-1.1702942	1.7447546	1.1116014
LOC_Os11g47630	Os.51307.1.S1_at	C2H2	Salinity;Drought	--	--	-1.0286193	1.1036646	-18.6944270	-18.6944270	-3.4888370	-3.4888370	-5.3820496	-1.1143109	-14.4819620	1.0552698	-3.2008297	-1.4412951	-1.0206165	-1.0081612	-1.0134774	-6.7873936	-6.7538643	1.0114969
LOC_Os04g56460	OsAffx.14435.1.S1_at	TRAF	--	--	--	-1.0121120	1.0223348	-1.0021691	-1.0021691	1.0011525	1.0011525	-1.0075090	-1.0386444	-1.0037657	1.0066246	-1.0018106	-1.0020467	-1.0074513	-1.0020397	-1.0003537	1.0088584	1.0073538	1.0043910
LOC_Os01g42270	OsAffx.11436.1.S1_x_at	LUG	--	--	--	-1.0196346	-1.9302325	1.0031930	1.0031930	1.0058681	1.0058681	-1.0003656	-1.0964288	-1.0020375	1.0073178	-1.0051553	-1.0041082	-1.0271327	-1.0041776	-1.0261562	1.0136086	1.0089337	-1.0004877
LOC_Os12g03110	Os.16784.1.S1_at	zf-HD	Salinity;Drought	--	--	-1.3289545	-2.4945638	-1.3839681	-1.3839681	-1.0791833	-1.0791833	-1.1343651	1.2238051	-1.6552545	1.0277568	-3.3909960	-3.5094478	-3.2361305	1.5260521	-2.5959940	-2.1712610	-2.6743581	-1.2525859
LOC_Os12g03460	OsAffx.19469.1.S1_x_at	SET	--	FT889153;FT915113;FT914804;FT929462;FT901357;FT883790;FT917153;FT909059;FT909054;FT875557;FT875257;FT887043;FT886822;FT882176;FT886761;FT899315;FT895046;FT923616;FT919580;FT878262;FT877622;FT884828;AG212268;AG207591;AG207321;AG024834;AG024512;AG209780;AG206506;AG020921;ER893691;CU322786;CU326160;CU314855;CU321183	CU324043	-1.1509922	1.0984788	1.0010396	1.0010396	-1.0213420	-1.0213420	-1.0472120	-1.1282874	-1.0147624	1.1479537	-1.0245348	1.0442054	-1.0179869	1.9787254	1.1687337	1.0254250	1.0629269	1.0383022
LOC_Os03g57130	OsAffx.26384.5.S1_x_at	Rcd1-like	Drought	--	--	-1.3213658	-1.2432718	1.1886514	1.1886514	1.1108680	1.1108680	1.0020030	-1.1635826	1.0633143	1.3793138	1.3226718	1.3922567	2.0694668	1.3800110	1.7717823	-1.3262050	1.0147046	-1.1162683
LOC_Os04g48070	Os.8833.1.S1_at	HB	Salinity;Drought	FT911612;FT911609;AG208879;CU316810;CU313713	--	4.8352320	-1.4528861	1.8143150	1.8143150	1.3971968	1.3971968	1.2626498	3.2145152	1.7668098	-4.7271810	6.2420173	6.6516356	5.4883820	2.7574432	10.4607210	1.2301378	1.3888457	-1.5127910
LOC_Os01g11350	Os.33336.1.S1_at	bZIP	Salinity;Drought	--	--	-2.5189110	-1.6318624	1.4015700	1.4015700	1.0466844	1.0466844	1.0981754	1.0746750	-1.2053131	3.4728190	-1.0035523	-1.1018378	-1.2473375	-1.2821743	-1.3612286	-5.8452650	-4.3242083	-6.4527060
LOC_Os03g08490	Os.23028.1.S1_s_at	AP2-EREBP	Salinity;Drought	--	--	3.5259142	2.6741010	1.6850991	1.6850991	4.7909770	4.7909770	2.6330519	2.8825557	1.3516645	-1.1265309	-1.5135118	-2.1570446	-1.6415199	-1.5294824	1.8529671	-1.7070411	1.9701114	3.0464733
LOC_Os08g06240	Os.11238.1.S1_at	MYB-related	Salinity;Drought	--	--	-1.0124980	1.3673751	-1.0892755	-1.0892755	1.5206784	1.5206784	-1.0272738	4.1522410	1.1345184	-1.3480524	1.1244787	-1.2458428	1.0117841	1.6027940	-1.0920842	1.1922450	1.3492626	-2.6367848
LOC_Os12g40960	OsAffx.32126.1.S1_at	AP2-EREBP	--	--	--	-1.0744536	1.3473644	-1.0534476	-1.0534476	1.0009824	1.0009824	1.0046480	-1.8806762	-1.0078667	1.0110223	-1.0067867	-1.0276711	-1.1638817	-1.0271477	-1.0042115	1.0419432	-1.0139195	1.0011458
LOC_Os01g50960	Os.32485.1.S1_at	Coactivator_p15	--	--	--	1.3163590	-1.2211245	1.2218305	1.2218305	-1.0081020	-1.0081020	1.0375055	1.7798667	-1.1008432	-1.2348740	1.5572919	1.4896212	1.2946225	-1.1146765	1.4877189	1.1884232	1.4472582	1.8205056
LOC_Os12g37490	OsAffx.32069.1.S1_at	GNAT	--	--	FT903641;AG206986;AG021672	-1.0108662	1.2617537	1.0016806	1.0016806	-1.0011648	-1.0011648	-1.0032711	-1.1297957	-1.0093455	1.0073534	-1.0124651	-1.0076172	-1.0159597	-1.0014538	-1.0307730	1.0224258	1.0066931	-1.0027198
LOC_Os02g44370	Os.21578.1.S1_at	GRAS	Salinity;Drought	--	--	-2.6351492	-1.9661304	1.1285644	1.1285644	1.0896103	1.0896103	-1.0253190	-1.7576412	-1.0505527	5.1734858	-1.1445148	-1.5155133	-2.4308867	-11.6017140	-1.3227341	-2.3863182	-1.3198946	-1.9039158
LOC_Os10g28975	OsAffx.18434.1.S1_at	TRAF	--	--	--	-1.0268615	1.0453213	1.0005311	1.0005311	1.0063357	1.0063357	-1.0039986	-1.1920416	-1.0058914	1.0100090	-1.0013044	-1.0016940	-1.0159006	-1.0018110	-1.0331041	-1.0067021	1.0039734	-1.2478064
LOC_Os09g01140	Os.53390.1.S1_at	GeBP	--	FT925392	--	-1.0138190	1.0450491	1.0009296	1.0009296	-1.0019615	-1.0019615	-1.0018736	-1.1544411	-1.0059878	1.0144036	-1.0235863	1.0538878	1.3841252	-1.0091178	-1.0106255	1.0105890	1.0068065	-1.0238835
LOC_Os04g47890	Os.54093.1.S1_at	G2-like	Salinity;Drought	CU325309	--	-1.2092791	-1.3969129	-1.0202075	-1.0202075	1.3424675	1.3424675	1.0032750	2.5578382	-1.2182745	1.8992960	1.0825423	1.0254178	1.2220722	-1.2627366	1.1675436	1.0333437	-1.6838056	-3.0688167
LOC_Os08g42440	Os.25599.1.A1_at	C2C2-CO-like	Salinity;Drought	--	--	1.8134285	-1.0325177	-1.1250657	-1.1250657	1.0544939	1.0544939	1.0319202	-4.5087400	1.1314726	-1.0389440	-1.1149393	-1.3554004	-1.1516931	-4.4181790	-1.1432354	2.3144395	2.6607700	2.8429263
LOC_Os12g40900	Os.7855.1.S1_at	AUX/IAA	Salinity;Drought	--	--	-1.1377848	-2.4983110	1.1147913	1.1147913	1.0793879	1.0793879	-1.1556941	-5.6462670	-1.0830243	2.2048185	1.3473230	1.4652579	-1.0125375	-1.5062274	-4.2600810	-3.9312289	-5.7825520	-9.3612810
LOC_Os09g27390	OsAffx.30056.1.S1_at	FAR1	--	FT907247;FT901337;FT879223;FT879120;FT908706;FT908704;FT878524;FT878511;FT878410;FT878292;FT873958;FT907426;FT907425;FT884707;AG206181;AG023254	--	-1.0808423	1.0929576	1.0037559	1.0037559	-1.0026351	-1.0026351	-1.0029880	-1.2745744	-1.0108968	1.0747278	-1.0116358	-1.0157309	-1.0923568	-1.0269327	-1.0747465	1.0196223	1.0059369	1.0003597
LOC_Os07g05830	OsAffx.5224.1.S1_at	Tify	Salinity	--	--	8.7718260	1.0918634	-1.2649273	-1.2649273	1.0018167	1.0018167	1.7911106	1.0003567	-2.3895602	-1.0600190	1.0186565	-1.0106950	-1.0334729	1.0333061	-1.0497360	-1.2137196	-1.0049361	-1.0124484
LOC_Os06g01340	OsAffx.27416.1.S1_at	C2C2-CO-like	--	--	--	-1.0105777	1.4260592	1.0014656	1.0014656	1.0185186	1.0185186	-1.0084904	-1.0418430	-1.0440084	1.0162174	-1.0062847	-1.0058436	-1.0120858	-1.0073336	-1.0186528	1.0333240	-1.0156149	1.0070536
LOC_Os04g47690	Os.12612.1.S1_at	HMG	--	--	FT888313	-1.1831950	1.0166787	-1.0252810	-1.0252810	1.0745637	1.0745637	-1.0087374	-1.5468022	1.1041776	1.1746202	-1.2065632	1.1447670	-1.1044068	-1.8197601	1.1211786	-1.2487810	1.1042523	-1.0576960
LOC_Os03g46860	Os.54959.1.S1_at	bHLH	Salinity;Drought	--	--	1.2896416	1.0324229	2.3448794	2.3448794	1.2319413	1.2319413	-1.0626303	-1.3639531	1.0840505	1.3393599	-1.0301349	1.0275704	-1.0497070	1.0010813	1.0113395	-1.2849289	-3.3541830	-1.0608913
LOC_Os01g36630	Os.33852.1.S1_at	Jumonji	Salinity	--	--	-1.1429602	-1.7683983	-1.1858915	-1.1858915	-1.0933260	-1.0933260	-1.1600503	3.0589213	1.1944025	1.3738831	1.6712446	1.3872356	1.6501080	1.0953765	1.4353900	1.4466099	-1.2563902	1.5958223
LOC_Os08g38210	Os.5093.1.S1_at	bHLH	Salinity;Drought	CU314019	--	1.7823904	-1.0976082	-1.4170774	-1.4170774	-1.2008891	-1.2008891	1.1591720	4.0292974	-1.8187755	-4.5102606	-1.1396391	-1.0474157	3.6017537	1.5039507	1.6929947	1.2426927	1.3815621	1.5199584
LOC_Os01g19050	Os.45774.1.S1_at	FAR1	--	--	--	-1.0176141	1.1993549	-1.0094943	-1.0094943	-1.0055952	-1.0055952	-1.0042231	-1.5162332	-1.0049573	-1.0072172	-1.0092890	-1.0542723	-1.0456374	1.4258544	-1.0462795	1.1038498	1.0004727	1.0095718
LOC_Os01g01600	Os.45859.1.S1_at	bHLH	--	FT907985;AG023870;AG022582;CU316950;CU316919	--	-1.0614350	1.1580080	-1.0008320	-1.0008320	-1.0015268	-1.0015268	-1.0056067	-1.1101890	-1.0012910	1.0615919	1.0008568	-1.0094466	-1.0074846	-1.0042958	-1.0024158	1.0636735	1.0657012	-1.8835138
LOC_Os01g70870	Os.34720.1.S1_at	C2H2	--	AG022182	FT925596	-1.0004721	1.1435422	-1.0452529	-1.0452529	1.0071856	1.0071856	-1.0615913	-1.1196897	-1.0021061	1.0225705	-1.0020902	1.0003434	-1.0098642	1.0006998	-1.0127238	1.0117698	-1.0318412	-1.1815337
LOC_Os12g01120	OsAffx.31534.1.S1_at	HB	--	--	--	-1.0132730	1.0043619	1.0080439	1.0080439	-1.0060312	-1.0060312	1.0249361	1.0154405	-1.0143167	1.0115871	-1.0026436	-1.0094151	-1.0067943	1.0099295	-1.0166351	1.0121038	1.0053554	-1.0017980
LOC_Os08g44050	Os.21255.1.S1_x_at	C2H2	Drought	FT907142;FT907141;FT907100;FT907057;FT907002;FT906945;FT906918;FT906909;FT906908;FT906779;FT906778;FT906777;FT906772;FT906771;FT906708;FT906706;FT906705;FT906675;FT906674;FT906634;FT906627;FT906595;FT906590;FT906533;FT906463;FT906460;FT906444;FT906400;FT906393;FT906328;FT906326;FT906323;FT906322;FT906120;FT906115;FT918120;FT906076;FT906067;FT906016;FT906010;FT905950;FT905942;FT905941;FT905937;FT905913;FT905910;FT905838;FT921199;FT905667;FT905664;FT905637;FT905634;FT905633;FT905479;FT905456;FT905451;FT905450;FT905447;FT905440;FT917235;FT917117;FT909206;FT905045;FT905000;FT904985;FT904979;FT904909;FT904908;FT904907;FT904894;FT904893;FT904838;FT904837;FT904835;FT904772;FT904770;FT904768;FT904755;FT904752;FT904733;FT904727;FT904693;FT904671;FT904560;FT904559;FT904496;FT904491;FT904490;FT904489;FT904431;FT904429;FT904428;FT904413;FT904412;FT904411;FT904410;FT904396;FT904395;FT904394;FT904381;FT904378;FT904377;FT904376;FT904370;FT904369;FT904278;FT904277;FT904254;FT904253;FT904249;FT904248;FT904203;FT904202;FT904167;FT904166;FT904165;FT916592;FT904114;FT903998;FT903997;FT916564;FT903882;FT903857;FT903856;FT903855;FT903680;FT903676;FT903675;FT903482;FT903452;FT903451;FT903436;FT903430;FT903414;FT903409;FT903407;FT903347;FT903344;AG206615;AG205315;AG023026	--	-1.3456274	-1.0027938	-1.2355887	-1.2355887	-1.0967085	-1.0967085	1.0053077	1.2983555	1.3377274	1.5991694	-1.1016345	-1.8857204	-3.0328016	-7.0964590	-1.1266159	-2.0339131	-1.6776890	-1.6191428
LOC_Os01g70670	Os.18167.1.A1_at	TRAF	Drought	--	--	1.0151062	1.2474756	1.0723685	1.0723685	1.0112541	1.0112541	1.0276427	1.2073866	1.1286440	1.0493275	1.2496585	1.1305206	1.6900806	1.6159221	1.6304657	1.3057866	1.2322377	2.0227950
LOC_Os04g56990	Os.7512.1.S1_at	G2-like	Salinity;Drought	AG213345;CU319651	FT926592	-1.1987618	-2.8661935	-1.2444354	-1.2444354	1.1356184	1.1356184	-1.1660211	-1.8580884	1.1341952	-1.7275082	-1.6576719	-1.6818361	-1.0510312	-1.7709637	1.2755072	-6.9821167	-5.6940410	-1.4471201
LOC_Os11g45950	OsAffx.7423.1.S1_at	NAC	Salinity	--	--	-1.0772392	-1.2057031	2.3625324	2.3625324	-1.7157955	-1.7157955	-1.1819047	1.0378592	-1.2252171	1.0329143	-1.0471212	-1.0933758	1.0145545	1.0085298	-1.0734352	-1.0368581	-1.1582276	1.0231620
LOC_Os01g18850	Os.20756.1.S1_at	SBP	Salinity;Drought	--	--	1.5090779	1.0768290	1.1200520	1.1200520	-1.0006652	-1.0006652	1.0110235	2.7687984	1.0556793	1.0266660	-1.8693773	-1.5943323	1.4761686	1.1310409	1.7801806	1.4356395	1.2400763	2.3953000
LOC_Os03g15010	Os.9532.1.S1_at	FAR1	Salinity;Drought	--	--	1.0616912	-2.4566784	1.0274677	1.0274677	1.1420829	1.1420829	1.1628836	1.3079144	1.2260994	-1.0706319	1.1438538	-1.1154296	-1.0639607	1.3409591	1.3192116	1.1175963	1.3514912	2.4314418
LOC_Os09g29460	Os.2364.1.S1_at	HB	Salinity;Drought	--	--	2.2961316	1.6592927	1.6737447	1.6737447	1.0955572	1.0955572	1.3800572	1.1489522	1.7984124	-1.2357205	1.0047967	-1.3413821	1.2575831	-35.2012370	2.4850717	-1.7034817	-1.0384822	-1.9065279
LOC_Os02g05450	Os.7330.1.S2_at	HB	Salinity;Drought	--	FT872739	1.3728025	1.0329926	1.0782312	1.0782312	1.0133045	1.0133045	1.1096870	3.2475495	1.2091104	-2.2276046	1.2244374	1.0952184	1.7188977	1.6550728	1.5091724	1.4820553	1.4677911	1.8306332
LOC_Os12g40710	OsAffx.7844.1.S1_x_at	bHLH	--	FT918696;FT917136;FT904294;FT903836;FT903749;FT903727;FT903578;FT903263;AG205544;AG205305;AG021465	--	-1.0141284	1.5990119	-1.0009309	-1.0009309	-1.0000694	-1.0000694	1.0005215	-1.1319598	1.0018649	1.0006164	-1.0050466	1.0272892	-1.0357167	-1.0176994	-1.0319012	1.0195717	1.0074943	-1.0390092
LOC_Os03g59730	OsAffx.25773.1.S1_at	NAC	--	--	--	-1.0191412	1.6443919	-1.0258311	-1.0258311	1.0049381	1.0049381	-1.0034189	-1.5162324	-1.0061576	1.0113194	-1.0060476	-1.0057664	-1.0296942	-1.0027968	-1.0276604	1.0166690	1.0080787	1.0097138
LOC_Os01g67830	Os.51723.1.S1_at	ABI3VP1	--	FT889032;FT889029;FT876850;FT896759;FT896758;FT924510;FT896621;FT896614;FT896613;FT896598;FT896496;FT875772;FT900178;FT900177;FT882591;FT882168;FT881973;FT899787;FT899786;FT886533;FT886529;FT886528;FT899235;FT872696;AB157030;AG208016;CU315555;CU325748;CU314274;CU320376;CU320330;CU320329;CU320300;CU320270;CU320218;CU320186;CU320136;CU320075;CU320074	--	-1.0138800	1.0356526	-1.0004848	-1.0004848	-1.0012269	-1.0012269	-1.0039936	-1.0650004	-1.0051497	1.0076754	-1.0042020	-1.0022999	-1.0107590	-1.0057544	-1.0064312	1.0152067	1.0070318	1.0044329
LOC_Os11g06180	OsAffx.18704.1.S1_at	GRAS	Drought	FT878168	--	1.0302100	1.8465384	1.0152237	1.0152237	1.0017487	1.0017487	1.1426768	-1.1161337	1.1374412	-1.0259368	-1.0147289	-1.0076802	1.2610061	1.0975757	-1.0579885	-1.5618400	-3.5877670	1.0152277
LOC_Os06g36000	OsAffx.15769.1.S1_at	AP2-EREBP	Salinity	--	--	-1.1480300	1.0205612	-1.0017705	-1.0017705	-1.0028170	-1.0028170	-1.0027670	4.0141654	-1.0032830	-1.0848075	1.0114421	1.0012699	-1.0031999	-1.0310849	1.0010947	1.0080534	1.0059766	1.0034338
LOC_Os09g04720	Os.53719.1.S1_at	SWI/SNF-BAF60b	Salinity	--	--	-1.4055836	-2.3707917	1.1168349	1.1168349	1.2099652	1.2099652	1.1082704	1.8029164	1.0624725	1.5082280	1.2653754	1.1333574	-1.3112165	-1.2433655	1.5429746	1.4898669	1.4211661	1.9075992
LOC_Os03g57190	Os.19844.1.S1_at	TCP	Drought	--	--	-1.1136281	1.4382942	1.6223733	1.6223733	1.2298771	1.2298771	1.1575580	-1.0692203	-1.0921944	1.1035161	-1.2146299	-1.1662542	-1.7872204	1.0767646	1.0576711	-1.2911662	1.7476901	-2.3389482
LOC_Os03g16850	OsAffx.12886.1.S1_at	C2C2-Dof	--	--	--	1.0115583	1.2733287	-1.0118254	-1.0118254	1.3953589	1.3953589	1.0542742	1.3314788	1.0693514	-1.2664629	-1.1206639	-1.0723281	-1.1693349	-1.1318893	-1.1183890	-1.1264374	1.2647628	-1.5894567
LOC_Os03g33090	Os.53259.1.A1_at	LOB	Salinity;Drought	--	--	2.0569406	1.1876186	1.1443813	1.1443813	-1.1798241	-1.1798241	-1.3164929	2.3832889	-1.1908783	-10.4744650	-1.0401247	-1.0002890	-1.2431399	-1.0193948	-1.1030533	-1.4083776	-1.0067314	1.3221188
LOC_Os05g01020	Os.16909.1.S1_s_at	Orphans	--	--	--	-1.1695331	1.1527587	-1.1000342	-1.1000342	-1.0532447	-1.0532447	-1.1840197	1.0409281	1.0505992	1.2115216	-1.0582652	-1.2561923	1.8581465	1.4675169	1.4146231	-1.1076987	1.0493902	-1.1704855
LOC_Os01g09280	Os.3818.1.S1_a_at	MYB-related	Salinity;Drought	FT901148;FT887469;AG211015;AG208343	--	3.6059299	7.9816666	-1.1904325	-1.1904325	1.0704428	1.0704428	1.2117864	6.0671225	1.0728678	-4.4831066	1.1276911	1.6090289	-1.2012167	3.1689832	1.5323615	4.1116343	3.3804018	2.0873468
LOC_Os03g55530	OsAffx.3615.1.S1_s_at	GNAT	Salinity;Drought	--	--	1.5676831	-2.5110931	-1.0763432	-1.0763432	1.0262110	1.0262110	1.0360521	1.5713066	-1.0373590	-14.9237585	-1.3197374	-2.4677298	-4.8617277	-10.9210270	-1.8720126	1.0133755	-1.0257632	2.0088910
LOC_Os05g02150	Os.55878.1.S1_at	C2C2-Dof	--	--	--	1.4514569	1.1721414	-1.0992240	-1.0992240	1.0953486	1.0953486	-1.2543092	1.3691225	-1.1142712	-1.3250074	-1.2873330	-1.2657580	-1.0146348	-1.2658257	-1.2460514	1.2635999	1.8287159	-1.8021275
